timestamp,load_kwh
2024-07-01 00:00:00,91.52358539877216
2024-07-01 01:00:00,84.80007946879752
2024-07-01 02:00:00,93.75225597903228
2024-07-01 03:00:00,94.70282358195607
2024-07-01 04:00:00,80.24482405673082
2024-07-01 05:00:00,83.4891024656884
2024-07-01 06:00:00,90.63920201583643
2024-07-01 07:00:00,88.41878703828209
2024-07-01 08:00:00,124.91599421247855
2024-07-01 09:00:00,120.7347803621321
2024-07-01 10:00:00,129.39698987431413
2024-07-01 11:00:00,136.65353103022036
2024-07-01 12:00:00,140.3301534878061
2024-07-01 13:00:00,151.8494094704366
2024-07-01 14:00:00,153.31830882479338
2024-07-01 15:00:00,149.68131247425583
2024-07-01 16:00:00,156.8437539204125
2024-07-01 17:00:00,149.18336178452705
2024-07-01 18:00:00,155.37301362006951
2024-07-01 19:00:00,110.96357388066517
2024-07-01 20:00:00,104.0756881822737
2024-07-01 21:00:00,94.35992363105592
2024-07-01 22:00:00,96.11270669337016
2024-07-01 23:00:00,89.227352589656
2024-07-02 00:00:00,87.85836088918447
2024-07-02 01:00:00,88.23933224755885
2024-07-02 02:00:00,92.66154592776674
2024-07-02 03:00:00,91.82722032182039
2024-07-02 04:00:00,92.06366305797994
2024-07-02 05:00:00,92.15410501503942
2024-07-02 06:00:00,100.70823800435231
2024-07-02 07:00:00,87.96792491807692
2024-07-02 08:00:00,122.43878635464232
2024-07-02 09:00:00,120.93113635876061
2024-07-02 10:00:00,128.0798971128775
2024-07-02 11:00:00,138.40943281668007
2024-07-02 12:00:00,139.43026271172562
2024-07-02 13:00:00,142.0124210507838
2024-07-02 14:00:00,146.85835603507695
2024-07-02 15:00:00,157.23073872779554
2024-07-02 16:00:00,158.71627085601722
2024-07-02 17:00:00,156.693546130198
2024-07-02 18:00:00,147.6532135770897
2024-07-02 19:00:00,112.37401005093002
2024-07-02 20:00:00,105.58342904570364
2024-07-02 21:00:00,98.85801433672069
2024-07-02 22:00:00,94.35714388974095
2024-07-02 23:00:00,91.11797774387341
2024-07-03 00:00:00,93.39456781535948
2024-07-03 01:00:00,90.33789534744446
2024-07-03 02:00:00,91.44559699344993
2024-07-03 03:00:00,93.1564411291927
2024-07-03 04:00:00,82.71422090072167
2024-07-03 05:00:00,88.4016439182135
2024-07-03 06:00:00,87.64813672853602
2024-07-03 07:00:00,86.80561075878329
2024-07-03 08:00:00,123.62428874386659
2024-07-03 09:00:00,132.47470655617198
2024-07-03 10:00:00,120.67084442153379
2024-07-03 11:00:00,137.605963126033
2024-07-03 12:00:00,131.58565114192098
2024-07-03 13:00:00,144.53877828566755
2024-07-03 14:00:00,151.7945274390582
2024-07-03 15:00:00,156.90888644546843
2024-07-03 16:00:00,158.55613289896428
2024-07-03 17:00:00,157.94451096467165
2024-07-03 18:00:00,149.23713675229098
2024-07-03 19:00:00,108.9014444722736
2024-07-03 20:00:00,109.28987940628576
2024-07-03 21:00:00,96.80804972866756
2024-07-03 22:00:00,83.62156838331039
2024-07-03 23:00:00,84.3335639299826
2024-07-04 00:00:00,85.40273856999194
2024-07-04 01:00:00,92.48580372026882
2024-07-04 02:00:00,90.71212868035282
2024-07-04 03:00:00,93.45242677033885
2024-07-04 04:00:00,87.86373676831732
2024-07-04 05:00:00,90.79269845538357
2024-07-04 06:00:00,93.12795196983669
2024-07-04 07:00:00,88.45326730139881
2024-07-04 08:00:00,127.28387618778706
2024-07-04 09:00:00,121.69037029466675
2024-07-04 10:00:00,123.18473076717464
2024-07-04 11:00:00,130.85588188308395
2024-07-04 12:00:00,134.0208017720548
2024-07-04 13:00:00,148.64806583952435
2024-07-04 14:00:00,148.63375041251953
2024-07-04 15:00:00,154.04024538231047
2024-07-04 16:00:00,157.40373329452956
2024-07-04 17:00:00,156.21043066882174
2024-07-04 18:00:00,154.3076876583971
2024-07-04 19:00:00,110.7207760130493
2024-07-04 20:00:00,102.88350843977923
2024-07-04 21:00:00,97.36598029854363
2024-07-04 22:00:00,81.56332783020986
2024-07-04 23:00:00,82.76443763788457
2024-07-05 00:00:00,83.386501938228
2024-07-05 01:00:00,85.0137658619926
2024-07-05 02:00:00,91.99887113361719
2024-07-05 03:00:00,85.4726047231997
2024-07-05 04:00:00,88.10918722980306
2024-07-05 05:00:00,96.49614148893033
2024-07-05 06:00:00,88.21868014469287
2024-07-05 07:00:00,93.68757784233543
2024-07-05 08:00:00,120.33191159995062
2024-07-05 09:00:00,123.97281221066186
2024-07-05 10:00:00,120.24988972544709
2024-07-05 11:00:00,131.0694059735728
2024-07-05 12:00:00,144.20154068728698
2024-07-05 13:00:00,137.57660131963468
2024-07-05 14:00:00,153.15288033126245
2024-07-05 15:00:00,155.16645280033342
2024-07-05 16:00:00,152.02925022151604
2024-07-05 17:00:00,146.74748551672977
2024-07-05 18:00:00,151.3414096521025
2024-07-05 19:00:00,108.56573989027741
2024-07-05 20:00:00,106.16338105677352
2024-07-05 21:00:00,97.87383208069284
2024-07-05 22:00:00,98.00889445660458
2024-07-05 23:00:00,88.80322186263489
2024-07-06 00:00:00,63.66188440266801
2024-07-06 01:00:00,68.17228363108617
2024-07-06 02:00:00,68.32498756489412
2024-07-06 03:00:00,72.59695340715164
2024-07-06 04:00:00,70.63166717217968
2024-07-06 05:00:00,68.83826647181066
2024-07-06 06:00:00,72.98738584207335
2024-07-06 07:00:00,63.04213854628931
2024-07-06 08:00:00,91.35093175218844
2024-07-06 09:00:00,90.27534021972929
2024-07-06 10:00:00,92.28821323816587
2024-07-06 11:00:00,94.41085546147056
2024-07-06 12:00:00,107.38181605055402
2024-07-06 13:00:00,108.82656746257692
2024-07-06 14:00:00,107.72004798076489
2024-07-06 15:00:00,111.67490953697575
2024-07-06 16:00:00,117.42567692793824
2024-07-06 17:00:00,118.62630572110795
2024-07-06 18:00:00,120.72331242899408
2024-07-06 19:00:00,94.3368868242248
2024-07-06 20:00:00,80.30403537478499
2024-07-06 21:00:00,69.61266056468723
2024-07-06 22:00:00,59.504826447257585
2024-07-06 23:00:00,68.50391798378939
2024-07-07 00:00:00,64.45147089258627
2024-07-07 01:00:00,65.94241027432619
2024-07-07 02:00:00,65.20463700352572
2024-07-07 03:00:00,66.97203417593855
2024-07-07 04:00:00,71.49742586545366
2024-07-07 05:00:00,68.08893212792003
2024-07-07 06:00:00,66.90511936110492
2024-07-07 07:00:00,63.61629842690321
2024-07-07 08:00:00,87.46993895735866
2024-07-07 09:00:00,91.926345340975
2024-07-07 10:00:00,93.5483154344313
2024-07-07 11:00:00,106.20316569073127
2024-07-07 12:00:00,105.48852945552332
2024-07-07 13:00:00,113.34517574303378
2024-07-07 14:00:00,111.36321309062805
2024-07-07 15:00:00,111.03979196744018
2024-07-07 16:00:00,112.63081214162861
2024-07-07 17:00:00,112.76373334949496
2024-07-07 18:00:00,121.21733308178175
2024-07-07 19:00:00,80.32970252960587
2024-07-07 20:00:00,81.89433451401129
2024-07-07 21:00:00,69.93745159698037
2024-07-07 22:00:00,70.99339879827842
2024-07-07 23:00:00,68.94356612289698
2024-07-08 00:00:00,89.21681051170955
2024-07-08 01:00:00,89.79618736932284
2024-07-08 02:00:00,86.72606152285304
2024-07-08 03:00:00,92.23036100741041
2024-07-08 04:00:00,87.7250825982961
2024-07-08 05:00:00,83.87197118116376
2024-07-08 06:00:00,83.6103121284019
2024-07-08 07:00:00,90.8629395886106
2024-07-08 08:00:00,132.89545628205218
2024-07-08 09:00:00,125.7999580678672
2024-07-08 10:00:00,124.40680836945059
2024-07-08 11:00:00,134.19370205108834
2024-07-08 12:00:00,146.53000870853413
2024-07-08 13:00:00,147.3101159424157
2024-07-08 14:00:00,148.92612595936447
2024-07-08 15:00:00,159.5092183389715
2024-07-08 16:00:00,157.14378219230807
2024-07-08 17:00:00,161.65655474865198
2024-07-08 18:00:00,151.89693429964268
2024-07-08 19:00:00,105.09085827699393
2024-07-08 20:00:00,98.15920400377168
2024-07-08 21:00:00,106.01921101423187
2024-07-08 22:00:00,98.61832860391648
2024-07-08 23:00:00,89.102403933587
2024-07-09 00:00:00,88.08406339432005
2024-07-09 01:00:00,97.30722146121101
2024-07-09 02:00:00,84.46477158978256
2024-07-09 03:00:00,85.52636490522087
2024-07-09 04:00:00,93.21663397344523
2024-07-09 05:00:00,88.02697438570205
2024-07-09 06:00:00,89.97439066639964
2024-07-09 07:00:00,89.18278550737743
2024-07-09 08:00:00,126.68787274399467
2024-07-09 09:00:00,132.03740930656858
2024-07-09 10:00:00,125.45292453450872
2024-07-09 11:00:00,135.9842653194599
2024-07-09 12:00:00,129.74913949484488
2024-07-09 13:00:00,145.96961142594583
2024-07-09 14:00:00,146.7646107620688
2024-07-09 15:00:00,147.8837094865539
2024-07-09 16:00:00,150.60923816535626
2024-07-09 17:00:00,152.30715758516797
2024-07-09 18:00:00,155.56027482531323
2024-07-09 19:00:00,104.58123984689861
2024-07-09 20:00:00,105.15315746297209
2024-07-09 21:00:00,95.34372418640773
2024-07-09 22:00:00,88.3616345281902
2024-07-09 23:00:00,95.01378912652302
2024-07-10 00:00:00,92.69057718501963
2024-07-10 01:00:00,96.68699053721372
2024-07-10 02:00:00,89.2274716037505
2024-07-10 03:00:00,86.52028694164649
2024-07-10 04:00:00,88.8807059155975
2024-07-10 05:00:00,91.21248395635611
2024-07-10 06:00:00,90.88286679226856
2024-07-10 07:00:00,84.57805963883317
2024-07-10 08:00:00,125.45244890813937
2024-07-10 09:00:00,126.14114165069452
2024-07-10 10:00:00,137.5873701876696
2024-07-10 11:00:00,142.14879440948397
2024-07-10 12:00:00,135.7337832472059
2024-07-10 13:00:00,144.77628662785054
2024-07-10 14:00:00,143.66355210434816
2024-07-10 15:00:00,151.0242397188546
2024-07-10 16:00:00,156.5780250179517
2024-07-10 17:00:00,160.0070428931132
2024-07-10 18:00:00,147.3353429248151
2024-07-10 19:00:00,107.94247123525744
2024-07-10 20:00:00,94.26355485130672
2024-07-10 21:00:00,96.95124175035109
2024-07-10 22:00:00,84.68792794070218
2024-07-10 23:00:00,87.35280286316963
2024-07-11 00:00:00,85.61569610916206
2024-07-11 01:00:00,89.52868722873721
2024-07-11 02:00:00,81.21135804321685
2024-07-11 03:00:00,82.66477377304504
2024-07-11 04:00:00,100.64623556014149
2024-07-11 05:00:00,83.56288709362984
2024-07-11 06:00:00,84.5160721077268
2024-07-11 07:00:00,99.18456764160658
2024-07-11 08:00:00,139.52533584620204
2024-07-11 09:00:00,119.14216685587328
2024-07-11 10:00:00,123.15875521605984
2024-07-11 11:00:00,134.47234910777814
2024-07-11 12:00:00,148.64348822202797
2024-07-11 13:00:00,141.27891804345523
2024-07-11 14:00:00,149.7543728838226
2024-07-11 15:00:00,157.86446266898076
2024-07-11 16:00:00,157.1738303723331
2024-07-11 17:00:00,152.09699443252154
2024-07-11 18:00:00,150.31164729095295
2024-07-11 19:00:00,104.33872439374652
2024-07-11 20:00:00,103.80913128012668
2024-07-11 21:00:00,96.43263390303085
2024-07-11 22:00:00,91.16084944813127
2024-07-11 23:00:00,87.22336390590492
2024-07-12 00:00:00,92.3576926127257
2024-07-12 01:00:00,95.06357908909914
2024-07-12 02:00:00,90.77714663834233
2024-07-12 03:00:00,91.75878204199601
2024-07-12 04:00:00,90.26577673788934
2024-07-12 05:00:00,90.00042196545706
2024-07-12 06:00:00,86.39220983228576
2024-07-12 07:00:00,91.58247130836654
2024-07-12 08:00:00,124.51356700793255
2024-07-12 09:00:00,135.46584154465296
2024-07-12 10:00:00,132.86677451237622
2024-07-12 11:00:00,134.69380411585811
2024-07-12 12:00:00,136.18471395152616
2024-07-12 13:00:00,140.65114607567935
2024-07-12 14:00:00,156.9364768789775
2024-07-12 15:00:00,155.29152091440773
2024-07-12 16:00:00,157.40071701695805
2024-07-12 17:00:00,145.25484485380107
2024-07-12 18:00:00,155.61795452132407
2024-07-12 19:00:00,113.48530512666824
2024-07-12 20:00:00,99.4478465779276
2024-07-12 21:00:00,95.40694731582587
2024-07-12 22:00:00,91.3185860217826
2024-07-12 23:00:00,90.26233399178122
2024-07-13 00:00:00,66.40435805323668
2024-07-13 01:00:00,67.11191899475264
2024-07-13 02:00:00,66.55508483172417
2024-07-13 03:00:00,68.07210942038427
2024-07-13 04:00:00,73.01809489872434
2024-07-13 05:00:00,57.875030846507634
2024-07-13 06:00:00,66.61181150808869
2024-07-13 07:00:00,68.16192158014668
2024-07-13 08:00:00,94.85997746132662
2024-07-13 09:00:00,92.35532032004517
2024-07-13 10:00:00,87.16229331570531
2024-07-13 11:00:00,100.80341157873461
2024-07-13 12:00:00,111.4775633031157
2024-07-13 13:00:00,103.9079223082618
2024-07-13 14:00:00,116.47492663651809
2024-07-13 15:00:00,114.25136150479318
